id,product_name,price,sold,rating,category,description
77,Gạo lứt tím Vinh Hiển túi 1kg,48000.0,0,0.0,Gạo,"Gạo lứt tím loại gạo được rất nhiều người chọn mua vì chúng có chất dinh dưỡng cao khi nấu. Gạo lứt tím Vinh Hiển túi 1kg dẻo hơn so với những loại gạo lứt khác, thơm ngon, giúp ăn ngon miệng, . Gạo Vinh Hiển luôn được người dùng tin tưởng sử dụng và giúp ăn ngon miệng cho gia đình bạn"
78,Gạo tấm thơm thanh yến Vinh Hiển túi 2kg,47000.0,0,0.0,Gạo,"Gạo tấm là loại gạo được rất nhiều người chọn mua vì chúng có chất dinh dưỡng cao khi nấu. Gạo tấm thơm thanh yến Vinh Hiển túi 2kg đóng gói nhỏ gọn, tiện lợi nấu cho gia đình và sử dụng thử. Gạo Vinh Hiển luôn được người dùng tin tưởng sử dụng và giúp ăn ngon miệng cho gia đình bạn"
79,Gạo thơm đặc sản Neptune ST25 túi 5kg,190000.0,0,0.0,Gạo,"Gạo là lương thực thực phẩm thiết yếu có trong mọi căn bếp. Gạo thơm đặc sản Neptune ST25 túi 5kg với giống gạo ST25 ngon nhất thế giới vào năm 2019, hạt cơm ngọt, dẻo nhiều và ít nở, giúp bạn ăn ngon miệng. Gạo Neptune chất lượng, thơm ngon, giúp bạn ăn được nhiều cơm."
80,Gạo thơm Vua Gạo ST25 Lúa Tôm túi 5kg,175000.0,0,0.0,Gạo,"Gạo thơm Vua Gạo ST25 Lúa Tôm túi 5kg là loại gạo thơm ngon, có độ dẻo và mềm đặc biệt, hạt gạo thon dài, không bị khô sau khi nấu. Sản phẩm gạo Vua Gạo được đánh giá cao về chất lượng sản phẩm, hương vị thơm ngon, hấp dẫn, túi 5kg thích hợp cho gia đình sử dụng."
81,Gạo trắng Thiên Nhật túi 5kg,95000.0,0,0.0,Gạo,"Gạo Thiên Nhật chất lượng, không chứa chất bảo quản, tạo mùi hay tẩy trắng. Gạo trắng Thiên Nhật túi 5kg cho ra cơm dẻo vừa, nở ít, giúp ăm ngon miệng hơn. Gạo túi 5kg tiện lợi và tiết kiệm cho cả gia đình cùng sử dụng."
82,Gạo thơm Thiên Nhật túi 5kg,100000.0,0,0.0,Gạo,"Gạo Thiên Nhật chất lượng, không chứa chất bảo quản, tạo mùi hay tẩy trắng. Gạo thơm Thiên Nhật túi 5kg cho ra cơm mềm, thơm và dẻo, giúp ăm ngon miệng hơn. Gạo túi 5kg tiện lợi và tiết kiệm cho cả gia đình cùng sử dụng."
83,Gạo ngon Bách hoá XANH túi 5kg,120000.0,0,0.0,Gạo,"Là loại gạo dẻo nhiều, cơm mềm và thơm. Đây là gạo của bách hóa XANH. Gạo trắng ngon Bách hoá XANH 5kg là giống lúa ngon, có mùi thơm đặc trưng, thơm nhẹ ngay khi cơm nguội. Được trồng theo quy trình khoa học, không sử dụng chất kích thích tăng trưởng"
84,Gạo thơm Neptune ST25 Extra túi 5kg,145000.0,0,0.0,Gạo,"Gạo Neptune chất thơm ngon, chất lượng được các bà nội trợ tin dùng. Gạo thơm Neptune ST25 Extra túi 5kg mang hương vị thơm ngon, độ mềm và dẻo vừa phải mang đến bữa ăn của bạn thêm tròn vị đậm đà và hấp dẫn. Gạo không tẩm các hoá chất độc hại an toàn cho người sử dụng."
85,Sữa tiệt trùng Dutch Lady không đường 180ml,7200.0,0,0.0,Sữa,"Sữa tiệt trùng không đường Dutch Lady bịch 180ml đóng bịch tiện lợi, dễ dàng sử dụng. Sữa tươi Dutch Lady là nguồn bổ sung canxi và protein thiết yếu mỗi ngày, giúp cơ thể khoẻ mạnh, cao lớn hơn. Sữa tươi không đường với hương vị thơm ngon, dễ uống."
86,Lốc 4 hộp sữa tươi Vinamilk không đường 110ml,21500.0,1,0.0,Sữa,"Lốc 4 hộp sữa tươi tiệt trùng không đường Vinamilk 100% Sữa tươi 110ml được chế biến từ nguồn sữa tươi 100% chứa nhiều vinamin và khoáng chất tốt cho xương và hệ miễn dịch, sữa tươi Vinamilk với hệ thống trang trại đạt chuẩn Quốc Tế, lớn nhất tại Châu Á."
87,Thùng 48 hộp sữa tươi Vinamilk không đường 110ml,235000.0,1,0.0,Sữa,Thùng 48 hộp sữa tươi tiệt trùng không đường Vinamilk 100% Sữa tươi 110ml với vị ngon nguyên chất từ 100% sữa bò tươi. Sữa tươi Vinamilk là nhãn hiệu sữa tươi thuộc top 50 công ty sữa lớn nhất thế giới.
88,Sữa tiệt trùng Dutch Lady dâu 180ml,7200.0,1,0.0,Sữa,"Sữa tiệt trùng hương dâu Dutch Lady bịch 180ml bổ dung đầy đủ dinh đưỡng cho bữa sáng. Sữa tươi Dutch Lady là nhãn hiệu sữa tươi chất lượng, không chứa chất bảo quản, với nhiều hương vị thơm ngon, hấp dẫn."
89,Sữa tiệt trùng Dutch Lady socola 180ml,7200.0,1,0.0,Sữa,"Sữa tiệt trùng hương socola Dutch Lady bịch 180ml với dạng bịch dung tích 180ml tiện lợi, dễ dàng mang theo sử dụng. Sữa tươi Dutch Lady được làm từ nguồn sữa tươi chất lượng, không chứa chất bảo quản, đảm bảo an toàn cho sức khỏe người tiêu dùng."
90,Thùng 48 hộp sữa tươi Dutch Lady ít đường 180ml,331000.0,1,0.0,Sữa,"Thùng 48 hộp sữa tươi tiệt trùng ít đường Dutch Lady 180ml dạng thùng tiện lợi, sữa tươi tiệt trùng cô gái Hà Lan được giảm 45% lượng đường, phù hợp với người giảm cân, ăn kiêng. Sữa tươi Dutch Lady là một trong những thương hiệu sữa lớn, được sử dụng phổ biến tại nhiều quốc gia, với chất lượng theo tiêu chuẩn được quốc tế."
